#1000 pts per wavenumber up to wavenumber=2000
#100 pts per wavenumber after wavenumber=2000
#x   qext   qsca   qback   gsca   p180
13688.0   2.0033    2.0033    1.8145    0.0000    0.0721
13689.0   2.0030    2.0030    1.9942    0.0000    0.0792
13690.0   2.0029    2.0029    2.1995    0.0000    0.0874
13691.0   2.0031    2.0031    1.7526    0.0000    0.0696
13692.0   2.0034    2.0034    2.0713    0.0000    0.0823
13693.0   2.0037    2.0037    2.2726    0.0000    0.0903
13694.0   2.0039    2.0039    1.8209    0.0000    0.0723
13695.0   2.0040    2.0040    1.9734    0.0000    0.0784
13696.0   2.0039    2.0039    2.2284    0.0000    0.0885
13697.0   2.0035    2.0035    1.7399    0.0000    0.0691
13698.0   2.0032    2.0032    2.0486    0.0000    0.0814
13699.0   2.0029    2.0029    2.2432    0.0000    0.0891
13700.0   2.0029    2.0029    1.7671    0.0000    0.0702
13701.0   2.0032    2.0032    2.1549    0.0000    0.0856
13702.0   2.0036    2.0036    2.2150    0.0000    0.0880
13703.0   2.0039    2.0039    1.7282    0.0000    0.0686
13704.0   2.0040    2.0040    2.0696    0.0000    0.0822
13705.0   2.0039    2.0039    2.1877    0.0000    0.0869
13706.0   2.0037    2.0037    1.7544    0.0000    0.0697
13707.0   2.0033    2.0033    2.0467    0.0000    0.0813
13708.0   2.0030    2.0030    2.1932    0.0000    0.0871
13709.0   2.0029    2.0029    1.8895    0.0000    0.0751
13710.0   2.0030    2.0030    2.1209    0.0000    0.0843
13711.0   2.0034    2.0034    2.0699    0.0000    0.0822
13712.0   2.0038    2.0038    1.8763    0.0000    0.0745
13713.0   2.0040    2.0040    2.0715    0.0000    0.0823
13714.0   2.0040    2.0040    1.9475    0.0000    0.0773
13715.0   2.0038    2.0038    1.9590    0.0000    0.0778
13716.0   2.0035    2.0035    2.1849    0.0000    0.0868
13717.0   2.0031    2.0031    2.1747    0.0000    0.0864
13718.0   2.0030    2.0030    1.8824    0.0000    0.0748
13719.0   2.0030    2.0030    2.1184    0.0000    0.0842
13720.0   2.0032    2.0032    2.0182    0.0000    0.0802
13721.0   2.0036    2.0036    1.9161    0.0000    0.0761
13722.0   2.0039    2.0039    1.9792    0.0000    0.0786
13723.0   2.0041    2.0041    1.9593    0.0000    0.0778
13724.0   2.0040    2.0040    2.0993    0.0000    0.0834
13725.0   2.0036    2.0036    2.1480    0.0000    0.0853
13726.0   2.0032    2.0032    2.0287    0.0000    0.0806
13727.0   2.0030    2.0030    2.0415    0.0000    0.0811
13728.0   2.0029    2.0029    2.0731    0.0000    0.0824
13729.0   2.0031    2.0031    1.7067    0.0000    0.0678
13730.0   2.0034    2.0034    2.0137    0.0000    0.0800
13731.0   2.0038    2.0038    2.2363    0.0000    0.0888
13732.0   2.0040    2.0040    1.9466    0.0000    0.0773
13733.0   2.0040    2.0040    2.0267    0.0000    0.0805
13734.0   2.0038    2.0038    2.1404    0.0000    0.0850
13735.0   2.0034    2.0034    1.8873    0.0000    0.0750
13736.0   2.0031    2.0031    2.1502    0.0000    0.0854
13737.0   2.0029    2.0029    2.1063    0.0000    0.0837
13738.0   2.0030    2.0030    1.8221    0.0000    0.0724
13739.0   2.0033    2.0033    2.0921    0.0000    0.0831
13740.0   2.0037    2.0037    2.1496    0.0000    0.0854
13741.0   2.0039    2.0039    1.8351    0.0000    0.0729
13742.0   2.0040    2.0040    2.0914    0.0000    0.0830
13743.0   2.0039    2.0039    2.1918    0.0000    0.0870
13744.0   2.0036    2.0036    1.6713    0.0000    0.0664
13745.0   2.0033    2.0033    2.0506    0.0000    0.0815
13746.0   2.0030    2.0030    2.2770    0.0000    0.0905
13747.0   2.0029    2.0029    1.7255    0.0000    0.0686
13748.0   2.0031    2.0031    2.1828    0.0000    0.0867
13749.0   2.0035    2.0035    2.1863    0.0000    0.0868
13750.0   2.0039    2.0039    1.9011    0.0000    0.0755
13751.0   2.0040    2.0040    2.1320    0.0000    0.0847
13752.0   2.0040    2.0040    2.0839    0.0000    0.0828
13753.0   2.0037    2.0037    1.8023    0.0000    0.0716
13754.0   2.0033    2.0033    2.0924    0.0000    0.0831
13755.0   2.0031    2.0031    2.1547    0.0000    0.0856
13756.0   2.0030    2.0030    1.8640    0.0000    0.0741
13757.0   2.0030    2.0030    2.1663    0.0000    0.0861
13758.0   2.0033    2.0033    2.0316    0.0000    0.0807
13759.0   2.0036    2.0036    1.7467    0.0000    0.0694
13760.0   2.0040    2.0040    2.0488    0.0000    0.0814
13761.0   2.0040    2.0040    1.9683    0.0000    0.0782
13762.0   2.0039    2.0039    1.9365    0.0000    0.0769
13763.0   2.0035    2.0035    2.2319    0.0000    0.0886
13764.0   2.0031    2.0031    1.9641    0.0000    0.0780
13765.0   2.0030    2.0030    2.0411    0.0000    0.0811
13766.0   2.0030    2.0030    2.1646    0.0000    0.0860
13767.0   2.0032    2.0032    1.8286    0.0000    0.0726
13768.0   2.0035    2.0035    1.9721    0.0000    0.0783
13769.0   2.0038    2.0038    2.1426    0.0000    0.0851
13770.0   2.0040    2.0040    1.8834    0.0000    0.0748
13771.0   2.0040    2.0040    1.9904    0.0000    0.0790
13772.0   2.0037    2.0037    2.3176    0.0000    0.0920
13773.0   2.0033    2.0033    1.8263    0.0000    0.0725
13774.0   2.0030    2.0030    2.0095    0.0000    0.0798
13775.0   2.0029    2.0029    2.1606    0.0000    0.0858
13776.0   2.0030    2.0030    1.8147    0.0000    0.0721
13777.0   2.0034    2.0034    2.1140    0.0000    0.0840
13778.0   2.0037    2.0037    2.3068    0.0000    0.0916
13779.0   2.0039    2.0039    1.7652    0.0000    0.0701
13780.0   2.0040    2.0040    2.1242    0.0000    0.0844
13781.0   2.0038    2.0038    2.2597    0.0000    0.0897
13782.0   2.0035    2.0035    1.8199    0.0000    0.0723
13783.0   2.0032    2.0032    2.0537    0.0000    0.0816
13784.0   2.0029    2.0029    2.1181    0.0000    0.0842
13785.0   2.0029    2.0029    1.8268    0.0000    0.0726
13786.0   2.0032    2.0032    2.0597    0.0000    0.0818
13787.0   2.0036    2.0036    2.1237    0.0000    0.0843
13788.0   2.0039    2.0039    1.9198    0.0000    0.0762
13789.0   2.0040    2.0040    2.1787    0.0000    0.0865
13790.0   2.0039    2.0039    2.0322    0.0000    0.0807
13791.0   2.0036    2.0036    1.7595    0.0000    0.0699
13792.0   2.0033    2.0033    2.1709    0.0000    0.0862
13793.0   2.0030    2.0030    1.9265    0.0000    0.0765
13794.0   2.0029    2.0029    1.9351    0.0000    0.0769
13795.0   2.0031    2.0031    2.1744    0.0000    0.0864
13796.0   2.0033    2.0033    2.0220    0.0000    0.0803
13797.0   2.0037    2.0037    1.9178    0.0000    0.0762
13798.0   2.0040    2.0040    2.1385    0.0000    0.0849
13799.0   2.0040    2.0040    1.7311    0.0000    0.0687
13800.0   2.0038    2.0038    2.0556    0.0000    0.0816
13801.0   2.0034    2.0034    2.1351    0.0000    0.0848
13802.0   2.0030    2.0030    1.9141    0.0000    0.0760
13803.0   2.0029    2.0029    2.1144    0.0000    0.0840
13804.0   2.0030    2.0030    2.1743    0.0000    0.0864
13805.0   2.0033    2.0033    1.9232    0.0000    0.0764
13806.0   2.0036    2.0036    1.9176    0.0000    0.0762
13807.0   2.0039    2.0039    2.3290    0.0000    0.0925
13808.0   2.0040    2.0040    1.7318    0.0000    0.0688
13809.0   2.0039    2.0039    2.0484    0.0000    0.0813
13810.0   2.0036    2.0036    2.2651    0.0000    0.0900
13811.0   2.0032    2.0032    1.8219    0.0000    0.0724
13812.0   2.0029    2.0029    2.0966    0.0000    0.0833
13813.0   2.0029    2.0029    2.2541    0.0000    0.0896
13814.0   2.0031    2.0031    1.6609    0.0000    0.0660
13815.0   2.0035    2.0035    2.1118    0.0000    0.0839
13816.0   2.0038    2.0038    2.1511    0.0000    0.0854
13817.0   2.0040    2.0040    1.8677    0.0000    0.0742
13818.0   2.0039    2.0039    2.1405    0.0000    0.0850
13819.0   2.0037    2.0037    2.1929    0.0000    0.0871
13820.0   2.0034    2.0034    1.7726    0.0000    0.0704
13821.0   2.0031    2.0031    1.9817    0.0000    0.0787
13822.0   2.0029    2.0029    2.1855    0.0000    0.0868
13823.0   2.0030    2.0030    1.7510    0.0000    0.0696
13824.0   2.0033    2.0033    2.1899    0.0000    0.0870
13825.0   2.0037    2.0037    2.0579    0.0000    0.0817
13826.0   2.0040    2.0040    1.8330    0.0000    0.0728
13827.0   2.0040    2.0040    2.2202    0.0000    0.0882
13828.0   2.0038    2.0038    1.9275    0.0000    0.0765
13829.0   2.0035    2.0035    1.9476    0.0000    0.0774
13830.0   2.0032    2.0032    2.0931    0.0000    0.0832
13831.0   2.0030    2.0030    1.9609    0.0000    0.0779
13832.0   2.0030    2.0030    1.9469    0.0000    0.0773
13833.0   2.0031    2.0031    2.1043    0.0000    0.0836
13834.0   2.0034    2.0034    1.9892    0.0000    0.0790
13835.0   2.0038    2.0038    1.9621    0.0000    0.0779
13836.0   2.0040    2.0040    2.1596    0.0000    0.0858
13837.0   2.0040    2.0040    1.9414    0.0000    0.0771
13838.0   2.0037    2.0037    1.9999    0.0000    0.0794
13839.0   2.0033    2.0033    2.2018    0.0000    0.0875
13840.0   2.0030    2.0030    1.8140    0.0000    0.0721
13841.0   2.0029    2.0029    2.0283    0.0000    0.0806
13842.0   2.0031    2.0031    2.1192    0.0000    0.0842
13843.0   2.0033    2.0033    2.0102    0.0000    0.0799
13844.0   2.0037    2.0037    2.1047    0.0000    0.0836
13845.0   2.0039    2.0039    2.0576    0.0000    0.0817
13846.0   2.0040    2.0040    1.9735    0.0000    0.0784
13847.0   2.0039    2.0039    2.0348    0.0000    0.0808
13848.0   2.0035    2.0035    2.1277    0.0000    0.0845
13849.0   2.0031    2.0031    1.9352    0.0000    0.0769
13850.0   2.0029    2.0029    2.1657    0.0000    0.0860
13851.0   2.0029    2.0029    2.1398    0.0000    0.0850
13852.0   2.0032    2.0032    1.7200    0.0000    0.0683
13853.0   2.0036    2.0036    2.0139    0.0000    0.0800
13854.0   2.0039    2.0039    2.1813    0.0000    0.0866
13855.0   2.0040    2.0040    1.9463    0.0000    0.0773
13856.0   2.0039    2.0039    2.0955    0.0000    0.0832
13857.0   2.0036    2.0036    2.2028    0.0000    0.0875
13858.0   2.0033    2.0033    1.9714    0.0000    0.0783
13859.0   2.0030    2.0030    2.1372    0.0000    0.0849
13860.0   2.0029    2.0029    2.0543    0.0000    0.0816
13861.0   2.0030    2.0030    1.7863    0.0000    0.0710
13862.0   2.0034    2.0034    2.1910    0.0000    0.0870
13863.0   2.0038    2.0038    2.1116    0.0000    0.0839
13864.0   2.0040    2.0040    1.9316    0.0000    0.0767
13865.0   2.0040    2.0040    2.2067    0.0000    0.0876
13866.0   2.0037    2.0037    2.1253    0.0000    0.0844
13867.0   2.0034    2.0034    1.7242    0.0000    0.0685
13868.0   2.0031    2.0031    2.0414    0.0000    0.0811
13869.0   2.0029    2.0029    2.1024    0.0000    0.0835
13870.0   2.0030    2.0030    1.8490    0.0000    0.0735
13871.0   2.0032    2.0032    2.1089    0.0000    0.0838
13872.0   2.0035    2.0035    2.1458    0.0000    0.0852
13873.0   2.0039    2.0039    1.9413    0.0000    0.0771
13874.0   2.0040    2.0040    2.1787    0.0000    0.0865
13875.0   2.0039    2.0039    1.9074    0.0000    0.0757
13876.0   2.0036    2.0036    1.9699    0.0000    0.0782
13877.0   2.0032    2.0032    2.0724    0.0000    0.0823
13878.0   2.0029    2.0029    2.0185    0.0000    0.0802
13879.0   2.0029    2.0029    1.9716    0.0000    0.0783
13880.0   2.0031    2.0031    2.1543    0.0000    0.0856
13881.0   2.0034    2.0034    2.0342    0.0000    0.0808
13882.0   2.0037    2.0037    1.9915    0.0000    0.0791
13883.0   2.0039    2.0039    2.0602    0.0000    0.0818
13884.0   2.0040    2.0040    2.0707    0.0000    0.0822
13885.0   2.0038    2.0038    1.9601    0.0000    0.0778
13886.0   2.0034    2.0034    2.1966    0.0000    0.0873
13887.0   2.0030    2.0030    1.8468    0.0000    0.0734
13888.0   2.0029    2.0029    2.3168    0.0000    0.0921
13889.0   2.0030    2.0030    2.2369    0.0000    0.0889
13890.0   2.0033    2.0033    1.7682    0.0000    0.0702
13891.0   2.0037    2.0037    2.0912    0.0000    0.0831
13892.0   2.0039    2.0039    1.9643    0.0000    0.0780
13893.0   2.0040    2.0040    1.8237    0.0000    0.0724
13894.0   2.0038    2.0038    2.1095    0.0000    0.0838
13895.0   2.0035    2.0035    2.1612    0.0000    0.0858
13896.0   2.0032    2.0032    1.9454    0.0000    0.0773
13897.0   2.0029    2.0029    2.0838    0.0000    0.0828
13898.0   2.0029    2.0029    2.0619    0.0000    0.0819
13899.0   2.0031    2.0031    1.8115    0.0000    0.0720
13900.0   2.0035    2.0035    2.0915    0.0000    0.0831
13901.0   2.0038    2.0038    2.2226    0.0000    0.0883
13902.0   2.0040    2.0040    1.7705    0.0000    0.0703
13903.0   2.0039    2.0039    2.2110    0.0000    0.0878
13904.0   2.0036    2.0036    2.0985    0.0000    0.0833
13905.0   2.0033    2.0033    1.8888    0.0000    0.0750
13906.0   2.0031    2.0031    2.0580    0.0000    0.0818
13907.0   2.0029    2.0029    1.9610    0.0000    0.0779
13908.0   2.0030    2.0030    2.0127    0.0000    0.0800
13909.0   2.0033    2.0033    2.0834    0.0000    0.0828
13910.0   2.0036    2.0036    2.0715    0.0000    0.0823
13911.0   2.0040    2.0040    2.0527    0.0000    0.0815
13912.0   2.0040    2.0040    2.0897    0.0000    0.0830
13913.0   2.0038    2.0038    2.0198    0.0000    0.0802
13914.0   2.0035    2.0035    1.9659    0.0000    0.0781
13915.0   2.0031    2.0031    2.1742    0.0000    0.0864
13916.0   2.0029    2.0029    1.8593    0.0000    0.0739
13917.0   2.0030    2.0030    2.0652    0.0000    0.0821
13918.0   2.0032    2.0032    2.1936    0.0000    0.0871
13919.0   2.0035    2.0035    1.9238    0.0000    0.0764
13920.0   2.0038    2.0038    2.2149    0.0000    0.0880
13921.0   2.0040    2.0040    2.1465    0.0000    0.0852
13922.0   2.0039    2.0039    1.7735    0.0000    0.0704
13923.0   2.0037    2.0037    2.0559    0.0000    0.0817
13924.0   2.0033    2.0033    2.0427    0.0000    0.0811
13925.0   2.0029    2.0029    1.9054    0.0000    0.0757
13926.0   2.0029    2.0029    2.0949    0.0000    0.0832
13927.0   2.0031    2.0031    2.2332    0.0000    0.0887
13928.0   2.0034    2.0034    1.8343    0.0000    0.0729
13929.0   2.0037    2.0037    2.0827    0.0000    0.0827
13930.0   2.0039    2.0039    2.2285    0.0000    0.0885
13931.0   2.0039    2.0039    1.7896    0.0000    0.0711
13932.0   2.0038    2.0038    2.0533    0.0000    0.0815
13933.0   2.0035    2.0035    2.1117    0.0000    0.0839
13934.0   2.0031    2.0031    2.0068    0.0000    0.0797
13935.0   2.0029    2.0029    2.1451    0.0000    0.0852
13936.0   2.0029    2.0029    2.2191    0.0000    0.0882
13937.0   2.0032    2.0032    1.8379    0.0000    0.0730
13938.0   2.0036    2.0036    2.1277    0.0000    0.0845
13939.0   2.0039    2.0039    2.0067    0.0000    0.0797
13940.0   2.0040    2.0040    1.8622    0.0000    0.0739
13941.0   2.0039    2.0039    2.1755    0.0000    0.0864
13942.0   2.0035    2.0035    2.1223    0.0000    0.0843
13943.0   2.0032    2.0032    1.9477    0.0000    0.0774
13944.0   2.0030    2.0030    2.0067    0.0000    0.0797
13945.0   2.0029    2.0029    1.9675    0.0000    0.0782
13946.0   2.0030    2.0030    1.9572    0.0000    0.0778
13947.0   2.0034    2.0034    2.0792    0.0000    0.0826
13948.0   2.0037    2.0037    2.0115    0.0000    0.0799
13949.0   2.0040    2.0040    2.0529    0.0000    0.0815
13950.0   2.0040    2.0040    2.1677    0.0000    0.0861
13951.0   2.0037    2.0037    1.8871    0.0000    0.0749
13952.0   2.0033    2.0033    1.9954    0.0000    0.0793
13953.0   2.0030    2.0030    2.0812    0.0000    0.0827
13954.0   2.0029    2.0029    1.7775    0.0000    0.0706
13955.0   2.0030    2.0030    2.0425    0.0000    0.0811
13956.0   2.0032    2.0032    2.1386    0.0000    0.0850
13957.0   2.0036    2.0036    1.8763    0.0000    0.0745
13958.0   2.0039    2.0039    2.1876    0.0000    0.0869
13959.0   2.0040    2.0040    2.0551    0.0000    0.0816
13960.0   2.0039    2.0039    1.9248    0.0000    0.0764
13961.0   2.0036    2.0036    2.0276    0.0000    0.0805
13962.0   2.0032    2.0032    2.1299    0.0000    0.0846
13963.0   2.0029    2.0029    1.8200    0.0000    0.0723
13964.0   2.0029    2.0029    2.0708    0.0000    0.0823
13965.0   2.0031    2.0031    2.1830    0.0000    0.0867
13966.0   2.0035    2.0035    1.9339    0.0000    0.0768
13967.0   2.0038    2.0038    2.1856    0.0000    0.0868
13968.0   2.0039    2.0039    2.0783    0.0000    0.0825
13969.0   2.0039    2.0039    1.8044    0.0000    0.0717
13970.0   2.0037    2.0037    2.1113    0.0000    0.0839
13971.0   2.0034    2.0034    2.0324    0.0000    0.0807
13972.0   2.0030    2.0030    2.0237    0.0000    0.0804
13973.0   2.0029    2.0029    2.1290    0.0000    0.0846
13974.0   2.0030    2.0030    2.1206    0.0000    0.0843
13975.0   2.0033    2.0033    1.9196    0.0000    0.0763
13976.0   2.0037    2.0037    2.1043    0.0000    0.0836
13977.0   2.0039    2.0039    2.0602    0.0000    0.0818
13978.0   2.0040    2.0040    1.9854    0.0000    0.0788
13979.0   2.0038    2.0038    2.0940    0.0000    0.0832
13980.0   2.0035    2.0035    2.1134    0.0000    0.0839
13981.0   2.0032    2.0032    1.9344    0.0000    0.0768
13982.0   2.0030    2.0030    2.2560    0.0000    0.0896
13983.0   2.0029    2.0029    1.8990    0.0000    0.0754
13984.0   2.0031    2.0031    2.0472    0.0000    0.0813
13985.0   2.0034    2.0034    2.0837    0.0000    0.0828
13986.0   2.0038    2.0038    1.8444    0.0000    0.0732
13987.0   2.0040    2.0040    2.0680    0.0000    0.0821
13988.0   2.0039    2.0039    2.1796    0.0000    0.0866
13989.0   2.0036    2.0036    1.9997    0.0000    0.0794
13990.0   2.0032    2.0032    2.0112    0.0000    0.0799
13991.0   2.0030    2.0030    2.0959    0.0000    0.0833
13992.0   2.0029    2.0029    1.9987    0.0000    0.0794
13993.0   2.0030    2.0030    1.9413    0.0000    0.0771
13994.0   2.0033    2.0033    2.0956    0.0000    0.0832
13995.0   2.0036    2.0036    1.9933    0.0000    0.0792
13996.0   2.0039    2.0039    2.1801    0.0000    0.0866
13997.0   2.0040    2.0040    2.2103    0.0000    0.0878
13998.0   2.0038    2.0038    1.8474    0.0000    0.0734
13999.0   2.0034    2.0034    2.1219    0.0000    0.0843
14000.0   2.0031    2.0031    2.0619    0.0000    0.0819
14001.0   2.0029    2.0029    1.9633    0.0000    0.0780
14002.0   2.0029    2.0029    2.1505    0.0000    0.0854
14003.0   2.0032    2.0032    2.1704    0.0000    0.0862
14004.0   2.0036    2.0036    2.0455    0.0000    0.0812
14005.0   2.0038    2.0038    1.9697    0.0000    0.0782
14006.0   2.0039    2.0039    2.0441    0.0000    0.0812
14007.0   2.0039    2.0039    2.0392    0.0000    0.0810
14008.0   2.0036    2.0036    2.0770    0.0000    0.0825
14009.0   2.0033    2.0033    2.0340    0.0000    0.0808
14010.0   2.0030    2.0030    1.8952    0.0000    0.0753
14011.0   2.0029    2.0029    2.2464    0.0000    0.0893
14012.0   2.0030    2.0030    2.0279    0.0000    0.0806
14013.0   2.0034    2.0034    1.9590    0.0000    0.0778
14014.0   2.0038    2.0038    2.1546    0.0000    0.0856
14015.0   2.0040    2.0040    1.8992    0.0000    0.0754
14016.0   2.0039    2.0039    1.9372    0.0000    0.0769
14017.0   2.0037    2.0037    2.0505    0.0000    0.0814
14018.0   2.0034    2.0034    2.0538    0.0000    0.0816
14019.0   2.0031    2.0031    2.0218    0.0000    0.0803
14020.0   2.0029    2.0029    2.1836    0.0000    0.0868
14021.0   2.0029    2.0029    1.9316    0.0000    0.0767
14022.0   2.0032    2.0032    2.0370    0.0000    0.0809
14023.0   2.0036    2.0036    2.0790    0.0000    0.0826
14024.0   2.0039    2.0039    1.9551    0.0000    0.0776
14025.0   2.0040    2.0040    1.9933    0.0000    0.0792
14026.0   2.0039    2.0039    2.1975    0.0000    0.0873
14027.0   2.0035    2.0035    1.9794    0.0000    0.0786
14028.0   2.0032    2.0032    2.0624    0.0000    0.0819
14029.0   2.0029    2.0029    2.2008    0.0000    0.0874
14030.0   2.0029    2.0029    1.8887    0.0000    0.0750
14031.0   2.0031    2.0031    2.0471    0.0000    0.0813
14032.0   2.0034    2.0034    2.0773    0.0000    0.0825
14033.0   2.0037    2.0037    1.9141    0.0000    0.0760
14034.0   2.0039    2.0039    2.1709    0.0000    0.0862
14035.0   2.0040    2.0040    2.1288    0.0000    0.0845
14036.0   2.0037    2.0037    1.9070    0.0000    0.0757
14037.0   2.0033    2.0033    2.0802    0.0000    0.0826
14038.0   2.0030    2.0030    2.0850    0.0000    0.0828
14039.0   2.0028    2.0028    1.9326    0.0000    0.0768
14040.0   2.0030    2.0030    2.1057    0.0000    0.0837
14041.0   2.0033    2.0033    2.1586    0.0000    0.0857
14042.0   2.0036    2.0036    2.0090    0.0000    0.0798
14043.0   2.0039    2.0039    2.1134    0.0000    0.0839
14044.0   2.0039    2.0039    2.1451    0.0000    0.0852
14045.0   2.0038    2.0038    1.7964    0.0000    0.0713
14046.0   2.0035    2.0035    2.1631    0.0000    0.0859
14047.0   2.0031    2.0031    2.0014    0.0000    0.0795
14048.0   2.0029    2.0029    1.8941    0.0000    0.0753
14049.0   2.0029    2.0029    2.2158    0.0000    0.0880
14050.0   2.0031    2.0031    2.1624    0.0000    0.0859
14051.0   2.0035    2.0035    1.8902    0.0000    0.0751
14052.0   2.0038    2.0038    2.0810    0.0000    0.0826
14053.0   2.0040    2.0040    2.0915    0.0000    0.0831
14054.0   2.0039    2.0039    1.9481    0.0000    0.0774
14055.0   2.0036    2.0036    2.1018    0.0000    0.0835
14056.0   2.0033    2.0033    2.0839    0.0000    0.0828
14057.0   2.0030    2.0030    1.9224    0.0000    0.0764
14058.0   2.0029    2.0029    2.2676    0.0000    0.0901
14059.0   2.0030    2.0030    2.0405    0.0000    0.0811
14060.0   2.0033    2.0033    1.9834    0.0000    0.0788
14061.0   2.0036    2.0036    2.1673    0.0000    0.0861
14062.0   2.0039    2.0039    1.8289    0.0000    0.0726
14063.0   2.0040    2.0040    1.9503    0.0000    0.0774
14064.0   2.0038    2.0038    2.1682    0.0000    0.0861
14065.0   2.0034    2.0034    1.9235    0.0000    0.0764
14066.0   2.0031    2.0031    2.1939    0.0000    0.0872
14067.0   2.0029    2.0029    2.1429    0.0000    0.0851
14068.0   2.0029    2.0029    1.9700    0.0000    0.0783
14069.0   2.0032    2.0032    2.1131    0.0000    0.0839
14070.0   2.0035    2.0035    2.0281    0.0000    0.0806
14071.0   2.0038    2.0038    1.7933    0.0000    0.0712
14072.0   2.0040    2.0040    2.1727    0.0000    0.0863
14073.0   2.0039    2.0039    2.2490    0.0000    0.0893
14074.0   2.0036    2.0036    1.8287    0.0000    0.0726
14075.0   2.0032    2.0032    2.2040    0.0000    0.0876
14076.0   2.0029    2.0029    2.1371    0.0000    0.0849
14077.0   2.0029    2.0029    1.6769    0.0000    0.0666
14078.0   2.0031    2.0031    2.1703    0.0000    0.0862
14079.0   2.0034    2.0034    2.1237    0.0000    0.0844
14080.0   2.0037    2.0037    1.8982    0.0000    0.0754
14081.0   2.0039    2.0039    2.2670    0.0000    0.0900
14082.0   2.0039    2.0039    2.0690    0.0000    0.0822
14083.0   2.0037    2.0037    1.9327    0.0000    0.0768
14084.0   2.0034    2.0034    2.1269    0.0000    0.0845
14085.0   2.0031    2.0031    2.0409    0.0000    0.0811
14086.0   2.0028    2.0028    1.7358    0.0000    0.0690
14087.0   2.0029    2.0029    2.1242    0.0000    0.0844
14088.0   2.0032    2.0032    2.1209    0.0000    0.0843
14089.0   2.0036    2.0036    1.8840    0.0000    0.0748
14090.0   2.0039    2.0039    2.3378    0.0000    0.0928
14091.0   2.0039    2.0039    1.9180    0.0000    0.0762
14092.0   2.0038    2.0038    1.9678    0.0000    0.0781
14093.0   2.0035    2.0035    2.0792    0.0000    0.0826
14094.0   2.0032    2.0032    2.0133    0.0000    0.0800
14095.0   2.0030    2.0030    2.0211    0.0000    0.0803
14096.0   2.0029    2.0029    2.1931    0.0000    0.0871
14097.0   2.0030    2.0030    1.9326    0.0000    0.0768
14098.0   2.0034    2.0034    1.9595    0.0000    0.0778
14099.0   2.0037    2.0037    2.1822    0.0000    0.0867
14100.0   2.0040    2.0040    1.8963    0.0000    0.0753
14101.0   2.0039    2.0039    2.0491    0.0000    0.0814
14102.0   2.0037    2.0037    2.1294    0.0000    0.0846
14103.0   2.0033    2.0033    1.8711    0.0000    0.0743
14104.0   2.0030    2.0030    2.1844    0.0000    0.0868
14105.0   2.0029    2.0029    2.3040    0.0000    0.0915
14106.0   2.0030    2.0030    1.7936    0.0000    0.0713
14107.0   2.0032    2.0032    2.2418    0.0000    0.0891
14108.0   2.0036    2.0036    2.0822    0.0000    0.0827
14109.0   2.0038    2.0038    1.8359    0.0000    0.0729
14110.0   2.0040    2.0040    2.1375    0.0000    0.0849
14111.0   2.0038    2.0038    2.2331    0.0000    0.0887
14112.0   2.0035    2.0035    1.8321    0.0000    0.0728
14113.0   2.0031    2.0031    2.1978    0.0000    0.0873
14114.0   2.0029    2.0029    2.1613    0.0000    0.0859
14115.0   2.0029    2.0029    1.8555    0.0000    0.0737
14116.0   2.0031    2.0031    2.1554    0.0000    0.0856
14117.0   2.0035    2.0035    1.9867    0.0000    0.0789
14118.0   2.0038    2.0038    1.9337    0.0000    0.0768
14119.0   2.0039    2.0039    2.2076    0.0000    0.0877
14120.0   2.0039    2.0039    2.2569    0.0000    0.0896
14121.0   2.0036    2.0036    1.9088    0.0000    0.0758
14122.0   2.0033    2.0033    2.2179    0.0000    0.0881
14123.0   2.0030    2.0030    2.0285    0.0000    0.0806
14124.0   2.0028    2.0028    1.8436    0.0000    0.0733
14125.0   2.0030    2.0030    2.1480    0.0000    0.0853
14126.0   2.0033    2.0033    2.0521    0.0000    0.0815
14127.0   2.0037    2.0037    1.9265    0.0000    0.0765
14128.0   2.0039    2.0039    2.2270    0.0000    0.0884
14129.0   2.0039    2.0039    1.9663    0.0000    0.0781
14130.0   2.0037    2.0037    2.1273    0.0000    0.0845
14131.0   2.0034    2.0034    2.1241    0.0000    0.0844
14132.0   2.0031    2.0031    1.8929    0.0000    0.0752
14133.0   2.0029    2.0029    2.0159    0.0000    0.0801
14134.0   2.0029    2.0029    2.2308    0.0000    0.0886
14135.0   2.0031    2.0031    1.9597    0.0000    0.0779
14136.0   2.0035    2.0035    2.0618    0.0000    0.0819
14137.0   2.0038    2.0038    2.2700    0.0000    0.0901
14138.0   2.0040    2.0040    1.8111    0.0000    0.0719
14139.0   2.0039    2.0039    2.1188    0.0000    0.0841
14140.0   2.0036    2.0036    2.1446    0.0000    0.0852
14141.0   2.0032    2.0032    1.8393    0.0000    0.0731
14142.0   2.0030    2.0030    2.2332    0.0000    0.0887
14143.0   2.0029    2.0029    2.1528    0.0000    0.0855
14144.0   2.0030    2.0030    1.8529    0.0000    0.0736
14145.0   2.0033    2.0033    2.1740    0.0000    0.0864
14146.0   2.0036    2.0036    2.0978    0.0000    0.0833
14147.0   2.0039    2.0039    1.8518    0.0000    0.0735
14148.0   2.0040    2.0040    2.0980    0.0000    0.0833
14149.0   2.0038    2.0038    2.1772    0.0000    0.0865
14150.0   2.0034    2.0034    1.8849    0.0000    0.0749
14151.0   2.0030    2.0030    2.1151    0.0000    0.0840
